person_age,person_income,loan_amnt,loan_int_rate,loan_percent_income,credit_score,previous_loan_defaults_on_file,loan_status
24.0,64745.0,6000.0,11.49,0.09,695,Yes,0
24.0,160582.0,3000.0,11.99,0.02,634,Yes,0
31.0,136856.0,9600.0,14.91,0.07,631,No,1
26.0,270877.0,25000.0,10.08,0.09,615,Yes,0
27.0,58611.0,4500.0,11.3,0.08,632,Yes,0
22.0,46726.0,16000.0,11.54,0.34,630,No,1
23.0,44005.0,1000.0,10.81,0.02,603,Yes,0
24.0,61459.0,6500.0,11.06,0.11,569,Yes,0
28.0,105762.0,12000.0,15.21,0.11,546,No,0
27.0,102991.0,15000.0,13.0,0.15,561,Yes,0
21.0,24870.0,5000.0,10.39,0.2,657,Yes,0
46.0,43051.0,4500.0,12.68,0.1,615,No,0
32.0,60768.0,3600.0,11.77,0.06,524,Yes,0
38.0,35322.0,5390.0,12.47,0.15,688,Yes,0
27.0,58839.0,4000.0,6.03,0.07,614,No,1
21.0,49185.0,10000.0,11.71,0.2,666,Yes,0
29.0,40064.0,5000.0,8.9,0.12,579,Yes,0
23.0,106067.0,18000.0,7.51,0.17,677,No,1
22.0,33782.0,2589.0,13.26,0.08,625,Yes,0
23.0,157096.0,9000.0,7.74,0.06,692,No,0
33.0,26353.0,7750.0,11.83,0.29,702,Yes,0
23.0,210937.0,21000.0,11.99,0.1,620,Yes,0
28.0,106525.0,24000.0,10.75,0.23,617,Yes,0
29.0,110971.0,24000.0,11.49,0.22,592,Yes,0
24.0,29678.0,2400.0,7.49,0.08,603,Yes,0
25.0,40186.0,7100.0,14.65,0.18,653,No,1
29.0,48910.0,1400.0,5.99,0.03,666,No,0
57.0,105209.0,15000.0,8.41,0.14,629,Yes,0
24.0,68296.0,20000.0,16.7,0.29,693,No,1
25.0,63607.0,20000.0,10.99,0.31,647,No,1
29.0,141463.0,21000.0,10.65,0.15,594,Yes,0
24.0,39016.0,1950.0,13.11,0.05,576,Yes,0
23.0,83836.0,15000.0,14.96,0.18,628,No,1
22.0,106683.0,25000.0,18.09,0.23,624,No,1
27.0,117383.0,3600.0,9.25,0.03,665,No,0
22.0,49292.0,9000.0,10.59,0.18,598,Yes,0
31.0,45253.0,5000.0,10.83,0.11,594,Yes,0
29.0,145174.0,35000.0,8.9,0.24,624,No,0
32.0,136577.0,15000.0,15.68,0.11,644,No,0
21.0,24512.0,6800.0,14.59,0.28,615,No,1
22.0,58507.0,3800.0,11.01,0.06,682,Yes,0
26.0,43923.0,4800.0,16.95,0.11,676,Yes,0
29.0,68487.0,3000.0,7.9,0.04,704,No,1
25.0,28339.0,3106.0,18.36,0.11,654,No,1
22.0,18817.0,6000.0,6.03,0.32,621,No,1
26.0,65832.0,10000.0,7.9,0.15,632,No,0
29.0,55259.0,8000.0,12.18,0.14,589,Yes,0
32.0,79371.0,8400.0,13.61,0.11,638,Yes,0
23.0,121147.0,15000.0,13.49,0.12,523,Yes,0
25.0,73083.0,3400.0,11.01,0.05,713,No,0
21.0,39551.0,6000.0,5.42,0.15,650,No,0
24.0,19124.0,7000.0,9.8,0.37,623,No,1
28.0,35420.0,7976.0,13.25,0.23,676,No,1
22.0,87360.0,15000.0,7.9,0.17,598,Yes,0
25.0,32439.0,5300.0,8.49,0.16,670,Yes,0
24.0,52563.0,10000.0,9.63,0.19,651,Yes,0
23.0,49157.0,15000.0,11.71,0.31,649,No,1
38.0,234318.0,10000.0,12.82,0.04,608,No,0
25.0,73066.0,5500.0,10.37,0.08,602,Yes,0
25.0,35631.0,1552.0,7.16,0.04,532,No,0
24.0,100755.0,25000.0,11.01,0.25,654,No,0
56.0,39886.0,8575.0,7.51,0.21,694,Yes,0
27.0,40416.0,8875.0,14.65,0.22,673,Yes,0
30.0,61549.0,3000.0,7.29,0.05,646,Yes,0
24.0,116242.0,4800.0,11.99,0.04,630,No,0
24.0,15981.0,2500.0,12.35,0.16,593,No,1
23.0,49113.0,2400.0,8.9,0.05,617,Yes,0
29.0,131096.0,3500.0,6.76,0.03,611,No,0
27.0,91082.0,15000.0,10.9,0.16,508,Yes,0
21.0,39559.0,1750.0,13.61,0.04,569,No,1
24.0,30662.0,6367.0,11.08,0.21,554,Yes,0
23.0,59637.0,4000.0,13.99,0.07,539,No,0
27.0,78889.0,6000.0,15.47,0.08,655,Yes,0
25.0,140185.0,10000.0,14.26,0.07,534,Yes,0
30.0,89526.0,10000.0,8.92,0.11,727,No,0
28.0,67064.0,12000.0,10.59,0.18,642,No,0
28.0,151191.0,5000.0,11.99,0.03,705,No,1
37.0,47251.0,5921.0,13.42,0.13,619,No,1
24.0,40772.0,1777.0,11.46,0.04,581,No,0
22.0,72978.0,9975.0,11.48,0.14,612,Yes,0
32.0,143979.0,9000.0,13.47,0.06,676,Yes,0
22.0,43039.0,3000.0,10.31,0.07,598,Yes,0
31.0,72042.0,14000.0,11.01,0.19,675,Yes,0
22.0,24092.0,2400.0,10.59,0.1,654,No,0
28.0,26877.0,1477.0,13.01,0.05,621,Yes,0
22.0,90982.0,10600.0,5.79,0.12,707,Yes,0
26.0,102684.0,11600.0,5.42,0.11,575,No,0
28.0,74292.0,12000.0,9.99,0.16,650,Yes,0
31.0,132997.0,5000.0,14.96,0.04,706,No,0
27.0,75325.0,10400.0,13.49,0.14,684,Yes,0
29.0,173823.0,16000.0,6.62,0.09,637,Yes,0
28.0,17145.0,3000.0,10.99,0.17,621,No,1
42.0,140416.0,5000.0,11.79,0.04,641,Yes,0
27.0,54757.0,3500.0,11.14,0.06,635,No,0
34.0,41807.0,3162.0,10.06,0.08,660,No,1
24.0,60346.0,4000.0,13.06,0.07,592,Yes,0
36.0,33173.0,4500.0,7.66,0.14,678,No,0
22.0,36837.0,12000.0,14.46,0.33,579,No,1
22.0,53740.0,10000.0,15.58,0.19,634,No,1
33.0,115106.0,11200.0,7.29,0.1,612,Yes,0
27.0,145158.0,4800.0,10.99,0.03,537,Yes,0
25.0,74586.0,20000.0,14.74,0.27,649,No,1
30.0,79284.0,7000.0,13.49,0.09,609,No,0
36.0,51323.0,2000.0,11.14,0.04,580,Yes,0
38.0,210936.0,10000.0,11.26,0.05,656,No,0
30.0,110024.0,13600.0,12.42,0.12,558,Yes,0
25.0,53638.0,9800.0,7.49,0.18,676,No,1
24.0,44562.0,4000.0,15.23,0.09,628,No,1
24.0,73021.0,15000.0,13.99,0.21,512,Yes,0
23.0,102571.0,10000.0,8.05,0.1,569,No,0
39.0,133200.0,13000.0,9.74,0.1,618,No,0
30.0,156863.0,20000.0,9.57,0.13,614,Yes,0
22.0,63497.0,9019.0,11.93,0.14,653,Yes,0
30.0,37127.0,12800.0,14.79,0.34,579,No,1
23.0,102913.0,15000.0,10.0,0.15,565,Yes,0
25.0,71807.0,25000.0,10.62,0.35,591,Yes,0
25.0,67129.0,5500.0,11.41,0.08,650,Yes,0
22.0,44500.0,18200.0,11.71,0.41,601,No,1
23.0,61830.0,8000.0,7.49,0.13,558,Yes,0
45.0,54847.0,15625.0,8.9,0.28,591,Yes,0
30.0,39924.0,3043.0,14.36,0.08,554,Yes,0
21.0,73062.0,10000.0,12.18,0.14,582,No,0
26.0,37469.0,5172.0,7.16,0.14,658,Yes,0
34.0,41616.0,8000.0,17.49,0.19,643,No,1
24.0,61248.0,8000.0,9.99,0.13,565,Yes,0
24.0,121090.0,6000.0,5.42,0.05,674,Yes,0
23.0,58744.0,16474.0,9.18,0.28,679,No,1
26.0,121130.0,3000.0,13.57,0.02,503,Yes,0
26.0,76783.0,12177.0,10.33,0.16,578,Yes,0
22.0,25537.0,6000.0,15.99,0.23,623,No,0
24.0,95774.0,21000.0,7.9,0.22,527,No,0
23.0,49463.0,7500.0,6.8,0.15,492,Yes,0
23.0,79217.0,16800.0,11.01,0.21,670,Yes,0
31.0,46572.0,10400.0,11.49,0.22,708,Yes,0
27.0,87655.0,7000.0,11.49,0.08,720,No,0
30.0,143938.0,25000.0,12.73,0.17,696,Yes,0
21.0,40299.0,5000.0,12.84,0.12,611,Yes,0
22.0,41984.0,2500.0,13.57,0.06,532,No,1
27.0,43013.0,10000.0,13.48,0.23,626,Yes,0
34.0,166273.0,21000.0,18.79,0.13,719,No,1
26.0,103969.0,23794.0,14.92,0.23,612,No,1
31.0,193032.0,3600.0,15.23,0.02,642,No,0
37.0,89816.0,19200.0,12.87,0.21,617,No,1
32.0,45249.0,15000.0,9.62,0.33,617,No,1
22.0,23782.0,12000.0,5.42,0.5,635,No,1
25.0,124859.0,12800.0,15.7,0.1,581,Yes,0
25.0,38570.0,1500.0,11.12,0.04,592,No,0
23.0,81240.0,7000.0,7.88,0.09,663,Yes,0
26.0,97326.0,7000.0,10.65,0.07,585,No,0
25.0,157067.0,19400.0,16.0,0.12,563,No,0
22.0,157116.0,14500.0,11.01,0.09,667,Yes,0
25.0,120834.0,15000.0,7.12,0.12,678,Yes,0
36.0,39124.0,2400.0,18.79,0.06,609,No,1
27.0,57154.0,4800.0,11.01,0.08,653,Yes,0
34.0,29524.0,6215.0,10.04,0.21,649,No,0
28.0,139998.0,12000.0,13.25,0.09,668,No,0
23.0,31187.0,8000.0,13.61,0.26,577,No,1
24.0,73092.0,14000.0,7.51,0.19,647,No,0
30.0,70571.0,13200.0,11.01,0.19,608,Yes,0
23.0,43015.0,5000.0,12.98,0.12,711,No,1
25.0,61342.0,19000.0,10.99,0.31,645,No,1
29.0,87755.0,28424.0,14.17,0.32,534,Yes,0
25.0,150087.0,1850.0,11.01,0.01,680,No,0
27.0,47842.0,2000.0,16.07,0.04,655,No,0
29.0,162898.0,11000.0,9.79,0.07,704,No,0
27.0,93149.0,17000.0,12.42,0.18,711,No,0
26.0,60875.0,13000.0,11.01,0.21,609,Yes,0
27.0,109311.0,20000.0,12.42,0.18,684,No,0
26.0,44415.0,6350.0,8.94,0.14,519,Yes,0
29.0,120897.0,10000.0,14.79,0.08,524,Yes,0
25.0,91303.0,17000.0,9.32,0.19,661,Yes,0
29.0,73067.0,12000.0,14.22,0.16,669,Yes,0
25.0,44005.0,9000.0,8.83,0.2,523,Yes,0
28.0,114836.0,35000.0,9.63,0.3,668,Yes,0
26.0,61021.0,5000.0,9.05,0.08,626,Yes,0
31.0,116814.0,20000.0,10.95,0.17,629,Yes,0
25.0,37197.0,10625.0,16.49,0.29,655,Yes,0
24.0,51398.0,6000.0,10.0,0.12,600,No,0
25.0,66218.0,5000.0,15.92,0.08,673,No,1
28.0,96946.0,15000.0,11.01,0.15,672,Yes,0
21.0,73094.0,12000.0,11.36,0.16,615,Yes,0
25.0,16211.0,1750.0,13.61,0.11,597,Yes,0
25.0,94354.0,3200.0,14.59,0.03,640,No,1
21.0,15479.0,4200.0,13.48,0.27,660,No,1
22.0,81697.0,8800.0,7.51,0.11,628,Yes,0
24.0,30827.0,4767.0,13.23,0.15,622,No,0
29.0,75427.0,12000.0,11.11,0.16,650,Yes,0
25.0,83873.0,15000.0,16.7,0.18,627,No,1
24.0,75506.0,5685.0,14.67,0.08,598,No,1
27.0,72880.0,8000.0,7.88,0.11,586,No,0
29.0,63433.0,20000.0,11.01,0.32,698,No,1
34.0,154543.0,12325.0,8.49,0.08,667,No,1
25.0,60122.0,5600.0,7.49,0.09,578,Yes,0
33.0,60721.0,7000.0,11.01,0.12,670,Yes,0
23.0,72989.0,2450.0,11.48,0.03,615,No,0
24.0,73086.0,10000.0,10.37,0.14,587,Yes,0
32.0,87958.0,11373.0,12.88,0.13,717,Yes,0
41.0,35777.0,9600.0,13.49,0.27,634,No,1
37.0,27364.0,4000.0,10.0,0.15,713,Yes,0
23.0,73146.0,8000.0,13.49,0.11,654,Yes,0
34.0,80195.0,5713.0,13.94,0.07,667,No,1
24.0,133084.0,20000.0,10.45,0.15,625,Yes,0
26.0,78149.0,8000.0,14.96,0.1,611,Yes,0
21.0,34680.0,4000.0,15.23,0.12,473,Yes,0
31.0,124504.0,14868.0,10.87,0.12,545,Yes,0
36.0,56032.0,18000.0,6.91,0.32,648,No,0
25.0,95778.0,11160.0,15.44,0.12,673,No,1
24.0,96531.0,30000.0,10.24,0.31,594,Yes,0
35.0,97245.0,7050.0,8.88,0.07,703,Yes,0
23.0,58686.0,3200.0,7.51,0.05,575,Yes,0
31.0,54730.0,14000.0,7.91,0.26,671,No,1
23.0,37010.0,8000.0,12.37,0.22,659,No,0
25.0,54688.0,10000.0,11.89,0.18,585,Yes,0
27.0,216944.0,8000.0,13.23,0.04,680,Yes,0
39.0,53563.0,2500.0,7.68,0.05,558,Yes,0
30.0,129439.0,5000.0,11.01,0.04,635,No,0
24.0,48775.0,7500.0,11.39,0.15,590,Yes,0
28.0,40651.0,4000.0,7.9,0.1,570,No,1
39.0,72998.0,3600.0,5.99,0.05,698,Yes,0
23.0,66428.0,19000.0,11.14,0.29,673,No,1
28.0,116090.0,15000.0,10.23,0.13,641,No,0
23.0,70092.0,9000.0,10.37,0.13,689,Yes,0
26.0,26558.0,5000.0,6.99,0.19,643,No,0
28.0,34951.0,8700.0,14.43,0.25,633,No,1
22.0,73051.0,10000.0,7.9,0.14,585,Yes,0
28.0,139195.0,2934.0,8.85,0.02,655,No,0
22.0,112498.0,12000.0,11.49,0.11,594,Yes,0
31.0,72960.0,24250.0,12.18,0.33,567,No,0
26.0,90627.0,10000.0,7.49,0.11,623,Yes,0
24.0,72728.0,3500.0,11.86,0.05,691,No,0
24.0,135365.0,21600.0,7.9,0.16,556,No,0
22.0,72663.0,15000.0,11.71,0.21,659,Yes,0
22.0,48610.0,14125.0,12.42,0.29,618,No,1
25.0,93483.0,6077.0,8.93,0.07,596,No,0
23.0,91220.0,2000.0,5.85,0.02,640,No,0
24.0,79091.0,12000.0,8.9,0.15,554,Yes,0
27.0,100027.0,5000.0,8.57,0.05,657,Yes,0
45.0,105485.0,8000.0,13.11,0.08,683,No,0
34.0,39046.0,1700.0,11.01,0.04,584,No,1
26.0,113002.0,20000.0,9.45,0.18,631,No,0
23.0,66068.0,4000.0,15.62,0.06,679,No,1
23.0,35960.0,8000.0,12.73,0.22,521,No,1
24.0,60073.0,11000.0,13.22,0.18,674,No,0
24.0,49030.0,1000.0,8.53,0.02,692,Yes,0
22.0,56946.0,4000.0,10.62,0.07,639,Yes,0
28.0,102628.0,8024.0,11.55,0.08,606,Yes,0
29.0,41576.0,6000.0,14.91,0.14,625,No,1
33.0,111986.0,13038.0,8.5,0.12,690,No,0
33.0,61183.0,3600.0,13.8,0.06,653,Yes,0
27.0,94584.0,17200.0,17.49,0.18,686,No,1
27.0,52568.0,8000.0,12.68,0.15,651,Yes,0
33.0,56942.0,2771.0,10.02,0.05,668,No,1
30.0,44458.0,14125.0,8.9,0.32,702,No,1
24.0,42955.0,1500.0,11.01,0.03,586,Yes,0
29.0,66767.0,9600.0,8.23,0.14,552,Yes,0
30.0,40842.0,1600.0,7.4,0.04,672,Yes,0
29.0,54464.0,14400.0,13.61,0.26,695,No,1
24.0,65420.0,2100.0,17.14,0.03,645,No,1
23.0,90772.0,31825.0,7.9,0.35,541,Yes,0
33.0,45535.0,3000.0,6.92,0.07,597,Yes,0
23.0,102776.0,8000.0,7.14,0.08,649,Yes,0
23.0,21465.0,6625.0,6.03,0.31,595,No,1
26.0,56036.0,10000.0,15.27,0.18,670,No,0
47.0,121130.0,2500.0,9.99,0.02,585,Yes,0
22.0,57061.0,12000.0,13.32,0.21,600,Yes,0
33.0,35444.0,10000.0,13.06,0.28,702,No,1
20.0,226515.0,2000.0,8.59,0.01,598,Yes,0
24.0,72487.0,7000.0,11.91,0.1,624,Yes,0
29.0,79128.0,15000.0,11.71,0.19,659,Yes,0
58.0,24991.0,4000.0,9.99,0.16,650,Yes,0
32.0,72109.0,6000.0,13.22,0.08,526,Yes,0
27.0,63265.0,8000.0,8.9,0.13,696,Yes,0
22.0,95923.0,10000.0,7.88,0.1,601,No,0
23.0,97282.0,3400.0,8.49,0.03,649,No,0
26.0,109286.0,5175.0,11.99,0.05,647,No,0
33.0,68319.0,8500.0,12.42,0.12,685,No,1
22.0,24718.0,5000.0,11.86,0.2,658,No,0
22.0,31964.0,10000.0,10.65,0.31,641,No,1
25.0,193155.0,20000.0,14.47,0.1,685,No,0
24.0,64159.0,8000.0,10.97,0.12,642,No,0
23.0,45873.0,11000.0,11.01,0.24,634,Yes,0
26.0,39293.0,7500.0,13.79,0.19,625,Yes,0
36.0,78783.0,7000.0,11.49,0.09,664,No,0
24.0,57387.0,6000.0,7.66,0.1,637,Yes,0
27.0,78916.0,8000.0,7.49,0.1,668,No,0
25.0,103083.0,14400.0,8.49,0.14,614,No,0
24.0,107837.0,15000.0,17.57,0.14,639,No,0
24.0,106016.0,12000.0,12.68,0.11,668,Yes,0
32.0,115284.0,9000.0,5.42,0.08,611,Yes,0
24.0,96930.0,10000.0,11.14,0.1,683,Yes,0
38.0,192035.0,25000.0,18.09,0.13,713,No,1
38.0,105360.0,24250.0,11.01,0.23,678,Yes,0
30.0,13847.0,1500.0,11.48,0.11,675,No,1
29.0,180929.0,12000.0,5.42,0.07,625,Yes,0
36.0,133291.0,15000.0,9.63,0.11,691,No,0
24.0,48960.0,7000.0,13.23,0.14,522,No,0
33.0,33808.0,6000.0,13.49,0.18,603,No,1
27.0,146222.0,16800.0,6.91,0.11,731,No,0
24.0,96551.0,25123.0,10.38,0.26,620,Yes,0
27.0,58445.0,8000.0,10.59,0.14,676,No,0
34.0,61881.0,6000.0,5.99,0.1,645,Yes,0
27.0,32469.0,3000.0,13.98,0.09,696,Yes,0
24.0,94382.0,8500.0,7.51,0.09,606,Yes,0
30.0,48790.0,15000.0,7.49,0.31,640,No,1
30.0,93874.0,3000.0,7.74,0.03,618,Yes,0
33.0,124321.0,18000.0,16.36,0.14,649,No,0
27.0,80173.0,8400.0,16.49,0.1,627,No,0
25.0,49052.0,2500.0,9.99,0.05,629,Yes,0
25.0,66034.0,10000.0,15.23,0.15,643,No,1
31.0,61138.0,8800.0,6.17,0.14,656,Yes,0
23.0,72990.0,8000.0,11.14,0.11,656,No,0
23.0,67208.0,10500.0,13.16,0.16,592,Yes,0
23.0,46200.0,1800.0,8.94,0.04,616,No,0
23.0,67156.0,6800.0,11.49,0.1,662,No,0
22.0,24639.0,7750.0,14.83,0.31,550,No,1
26.0,68250.0,7000.0,9.07,0.1,602,Yes,0
26.0,42229.0,5500.0,7.51,0.13,597,No,0
25.0,131524.0,15000.0,10.25,0.11,601,No,0
24.0,59739.0,5000.0,13.79,0.08,616,Yes,0
28.0,51656.0,2000.0,11.49,0.04,639,Yes,0
35.0,109145.0,20000.0,12.53,0.18,654,Yes,0
24.0,70729.0,15000.0,10.41,0.21,651,Yes,0
34.0,57130.0,7500.0,7.6,0.13,569,Yes,0
24.0,16630.0,1200.0,11.89,0.07,624,No,0
23.0,38294.0,12500.0,10.65,0.33,694,No,1
29.0,262666.0,25000.0,18.88,0.1,618,No,1
34.0,63299.0,6000.0,12.53,0.09,632,No,0
38.0,22042.0,2800.0,11.01,0.13,677,No,1
25.0,84651.0,1000.0,12.69,0.01,687,No,0
23.0,55137.0,7200.0,11.86,0.13,616,Yes,0
23.0,29749.0,5600.0,9.63,0.19,655,No,0
47.0,131883.0,16000.0,7.05,0.12,693,Yes,0
27.0,78896.0,7000.0,15.85,0.09,623,No,0
25.0,103015.0,12000.0,12.42,0.12,709,No,0
26.0,62195.0,15825.0,6.99,0.25,663,Yes,0
46.0,108938.0,20000.0,6.91,0.18,708,Yes,0
28.0,63862.0,5000.0,9.29,0.08,581,No,0
22.0,31115.0,2400.0,14.27,0.08,636,Yes,0
25.0,54423.0,9000.0,10.65,0.17,523,Yes,0
37.0,54955.0,6000.0,11.01,0.11,663,No,0
29.0,61035.0,4000.0,5.42,0.07,629,Yes,0
22.0,79895.0,8000.0,6.92,0.1,643,Yes,0
30.0,192742.0,8204.0,12.28,0.04,565,Yes,0
29.0,116155.0,12000.0,9.88,0.1,683,Yes,0
28.0,40406.0,15000.0,11.01,0.37,563,No,1
35.0,92355.0,1000.0,13.49,0.01,571,Yes,0
29.0,133055.0,8500.0,7.51,0.06,658,Yes,0
24.0,126770.0,25000.0,11.72,0.2,653,Yes,0
43.0,142435.0,8564.0,13.62,0.06,600,No,1
51.0,45541.0,10887.0,13.57,0.24,626,Yes,0
22.0,71281.0,25000.0,14.96,0.35,648,No,1
33.0,72388.0,3000.0,10.38,0.04,603,Yes,0
25.0,41914.0,10000.0,12.42,0.24,586,Yes,0
29.0,138648.0,4000.0,10.17,0.03,702,Yes,0
25.0,81803.0,12000.0,13.49,0.15,659,Yes,0
26.0,42811.0,5975.0,11.49,0.14,538,Yes,0
24.0,66669.0,8000.0,13.8,0.12,610,No,0
29.0,91006.0,7200.0,7.9,0.08,636,Yes,0
21.0,15134.0,3000.0,8.9,0.2,629,No,1
22.0,39556.0,8000.0,13.47,0.2,678,No,1
29.0,37967.0,5000.0,9.63,0.13,677,No,0
34.0,121053.0,12000.0,7.49,0.1,596,No,0
40.0,56680.0,20000.0,14.61,0.35,540,No,1
25.0,36967.0,9000.0,7.78,0.24,654,No,0
24.0,66874.0,4000.0,11.03,0.06,685,Yes,0
31.0,102706.0,25000.0,10.75,0.24,692,No,0
37.0,102770.0,10000.0,18.43,0.1,575,No,0
23.0,36765.0,8000.0,11.01,0.22,720,No,1
29.0,146543.0,3000.0,10.25,0.02,655,Yes,0
23.0,63278.0,9250.0,13.16,0.15,545,Yes,0
31.0,41583.0,5000.0,5.42,0.12,592,Yes,0
24.0,61262.0,12500.0,9.32,0.2,600,Yes,0
34.0,127817.0,9000.0,7.88,0.07,668,No,0
21.0,30843.0,6000.0,8.94,0.19,657,Yes,0
40.0,72633.0,5500.0,7.14,0.08,562,Yes,0
26.0,67104.0,10000.0,8.59,0.15,696,No,0
23.0,46777.0,1500.0,8.32,0.03,682,Yes,0
24.0,41936.0,5019.0,13.17,0.12,589,No,1
27.0,29703.0,4000.0,12.99,0.13,692,No,0
23.0,71627.0,2500.0,14.96,0.03,560,Yes,0
24.0,130639.0,8000.0,9.88,0.06,605,Yes,0
27.0,59186.0,5000.0,8.34,0.08,592,Yes,0
27.0,58624.0,12000.0,7.66,0.2,575,Yes,0
28.0,72690.0,4600.0,7.88,0.06,634,Yes,0
22.0,35537.0,3000.0,10.84,0.08,697,Yes,0
23.0,42856.0,12800.0,11.83,0.3,545,No,1
26.0,56282.0,9000.0,7.14,0.16,681,Yes,0
27.0,56651.0,11943.0,11.74,0.21,554,Yes,0
40.0,649823.0,35000.0,15.99,0.05,614,No,1
23.0,63809.0,6000.0,7.87,0.09,594,No,0
22.0,26588.0,8500.0,7.51,0.32,671,No,1
22.0,60934.0,4000.0,6.92,0.07,584,Yes,0
31.0,67706.0,6000.0,11.99,0.09,643,Yes,0
22.0,44603.0,15000.0,11.01,0.34,603,No,1
21.0,49021.0,2000.0,12.99,0.04,624,Yes,0
36.0,132990.0,25000.0,10.99,0.19,565,Yes,0
29.0,91038.0,20000.0,8.53,0.22,673,Yes,0
29.0,104273.0,25000.0,16.82,0.24,456,Yes,0
25.0,164378.0,15600.0,19.42,0.09,650,No,1
35.0,23977.0,3500.0,9.28,0.15,614,No,1
37.0,231922.0,25600.0,5.99,0.11,620,Yes,0
34.0,37114.0,4200.0,5.79,0.11,659,Yes,0
27.0,112094.0,7000.0,5.42,0.06,683,Yes,0
28.0,32542.0,5000.0,7.9,0.15,662,Yes,0
28.0,54886.0,6000.0,8.5,0.11,678,Yes,0
26.0,120881.0,7500.0,8.32,0.06,634,Yes,0
38.0,120904.0,25000.0,14.96,0.21,610,No,0
30.0,81234.0,15000.0,12.23,0.18,686,Yes,0
30.0,241072.0,20000.0,11.48,0.08,718,Yes,0
22.0,43236.0,6500.0,15.95,0.15,635,No,1
22.0,55165.0,8000.0,16.49,0.15,614,No,0
32.0,127031.0,5000.0,14.24,0.04,569,Yes,0
42.0,61093.0,12000.0,11.45,0.2,647,Yes,0
22.0,60151.0,9600.0,11.01,0.16,580,No,1
26.0,84966.0,2000.0,12.34,0.02,638,No,0
26.0,31744.0,6500.0,9.99,0.2,655,Yes,0
26.0,58455.0,7000.0,5.79,0.12,633,Yes,0
29.0,117295.0,12000.0,11.83,0.1,593,No,0
27.0,52975.0,4000.0,13.48,0.08,676,Yes,0
30.0,132977.0,12000.0,10.74,0.09,696,No,0
28.0,103034.0,24000.0,19.03,0.23,652,Yes,0
29.0,34551.0,11000.0,8.49,0.32,607,No,0
23.0,65821.0,10000.0,9.88,0.15,632,No,0
24.0,92275.0,20000.0,15.11,0.22,588,No,1
27.0,117758.0,5500.0,11.01,0.05,546,Yes,0
36.0,67516.0,12000.0,11.01,0.18,627,Yes,0
33.0,57849.0,21000.0,11.01,0.36,680,No,1
26.0,89870.0,4475.0,9.99,0.05,635,Yes,0
22.0,91033.0,20000.0,11.01,0.22,572,Yes,0
24.0,109356.0,7000.0,13.99,0.06,577,No,0
26.0,46952.0,7500.0,17.58,0.16,602,Yes,0
22.0,57400.0,19200.0,12.29,0.33,622,No,1
24.0,107717.0,25000.0,15.65,0.23,576,No,1
30.0,84773.0,15000.0,13.61,0.18,693,No,0
23.0,72056.0,20000.0,12.29,0.28,682,No,1
30.0,104216.0,14000.0,10.66,0.13,616,No,0
26.0,90892.0,4000.0,5.79,0.04,682,No,0
27.0,35428.0,3036.0,12.75,0.09,571,Yes,0
29.0,122291.0,12000.0,11.01,0.1,643,No,0
25.0,56385.0,12000.0,11.42,0.21,652,No,0
23.0,192743.0,15068.0,9.92,0.08,658,Yes,0
23.0,11582.0,2000.0,13.35,0.17,516,No,1
21.0,58787.0,15000.0,11.48,0.26,661,No,1
32.0,78223.0,19400.0,13.11,0.25,686,No,1
24.0,132932.0,10800.0,6.99,0.08,633,Yes,0
30.0,54981.0,2100.0,8.11,0.04,646,Yes,0
46.0,66163.0,3600.0,10.0,0.05,693,No,0
23.0,40989.0,10000.0,11.54,0.24,636,No,0
23.0,116295.0,20000.0,13.04,0.17,643,Yes,0
22.0,31213.0,4000.0,8.64,0.13,604,Yes,0
37.0,156931.0,13000.0,9.88,0.08,619,Yes,0
25.0,64673.0,7412.0,11.39,0.11,673,No,0
25.0,58837.0,3786.0,7.84,0.06,593,No,1
36.0,71544.0,10000.0,10.85,0.14,576,No,1
27.0,29631.0,7706.0,9.28,0.26,650,No,1
36.0,207280.0,9400.0,15.62,0.05,521,No,1
23.0,73079.0,10000.0,13.22,0.14,628,Yes,0
29.0,73933.0,15000.0,9.88,0.2,641,No,1
25.0,151045.0,20000.0,11.71,0.13,655,Yes,0
23.0,69313.0,4800.0,10.38,0.07,662,Yes,0
30.0,161768.0,5463.0,11.09,0.03,655,No,0
23.0,18554.0,1163.0,16.25,0.06,664,No,1
30.0,73237.0,12000.0,13.84,0.16,605,Yes,0
21.0,78837.0,4800.0,9.88,0.06,644,No,0
23.0,72831.0,15000.0,15.91,0.21,582,Yes,0
24.0,71778.0,9511.0,7.08,0.13,483,Yes,0
57.0,78215.0,8000.0,8.9,0.1,673,Yes,0
31.0,96055.0,11200.0,13.99,0.12,686,No,1
36.0,69108.0,3000.0,13.08,0.04,689,Yes,0
22.0,36918.0,7000.0,13.98,0.19,662,No,0
28.0,47211.0,10000.0,11.01,0.21,651,No,0
30.0,85018.0,12000.0,7.96,0.14,661,No,0
25.0,84838.0,6300.0,10.37,0.07,610,No,0
26.0,101893.0,9000.0,6.62,0.09,676,No,0
21.0,40551.0,10800.0,12.23,0.27,691,No,1
30.0,90935.0,10000.0,14.27,0.11,612,Yes,0
40.0,43205.0,10000.0,12.23,0.23,657,Yes,0
29.0,79257.0,8000.0,6.92,0.1,700,Yes,0
25.0,44117.0,10000.0,11.11,0.23,517,Yes,0
29.0,136453.0,25000.0,15.31,0.18,670,No,1
